# n_maps=1, bsize=300, max_ell=10000, apod_width=100, unit_scale=1000000000000.0, normalize=phys, area_weighted=True
# fsky_eff_mean=1.942467e-03, fsky_eff_std=0.000000e+00
# fsky_full_mean=2.420993e-03, fsky_full_std=0.000000e+00
# patch_index=0 file=y_map_10.0deg_0.500arcmin_125.fits
ell,D_ell_mean,D_ell_std,D_ell_patch0
201.33498644522007,8.638241758279015,0.0,8.638241758279015
468.5258451222637,3.1914339677194192,0.0,3.1914339677194192
758.2509974662598,1.3228907028329298,0.0,1.3228907028329298
1056.840508664135,0.8351176418116643,0.0,0.8351176418116643
1356.8651667844022,0.8789908871739455,0.0,0.8789908871739455
1653.0091886755044,0.9335646769571285,0.0,0.9335646769571285
1954.0590925858498,0.9744553753254237,0.0,0.9744553753254237
2255.0277242850943,1.0076489313079917,0.0,1.0076489313079917
2552.012849273637,1.040084072031526,0.0,1.040084072031526
2852.1638449033117,1.046202604920769,0.0,1.046202604920769
3153.0412883359927,1.0325057381363878,0.0,1.0325057381363878
3451.9988551212828,1.0352996312733989,0.0,1.0352996312733989
3752.4026367593415,1.060842800871215,0.0,1.060842800871215
4052.1491112030853,1.0084038463202474,0.0,1.0084038463202474
4351.133214116053,1.0051613369320858,0.0,1.0051613369320858
4651.640086459849,0.9669163436269367,0.0,0.9669163436269367
4952.093709702026,0.9742962344392903,0.0,0.9742962344392903
5250.973802039304,0.9298141490514135,0.0,0.9298141490514135
5550.670736595339,0.8892069390527504,0.0,0.8892069390527504
5851.409845434196,0.9196574985143398,0.0,0.9196574985143398
6151.320337372525,0.8690601362883482,0.0,0.8690601362883482
6451.270612242249,0.8301473007602792,0.0,0.8301473007602792
6751.221056274258,0.830207069679334,0.0,0.830207069679334
7050.689447862579,0.8038757335393778,0.0,0.8038757335393778
7350.8687472034235,0.7641231598906476,0.0,0.7641231598906476
7651.40650854652,0.743994376894696,0.0,0.743994376894696
7950.5273802766815,0.7151692727380546,0.0,0.7151692727380546
8250.150852955892,0.6949052945126382,0.0,0.6949052945126382
8551.055979738398,0.6870219627517343,0.0,0.6870219627517343
8850.9556684958,0.6561926253080304,0.0,0.6561926253080304
9150.536370332984,0.633059435137894,0.0,0.633059435137894
9450.819157556838,0.6121360409660304,0.0,0.6121360409660304
9750.787859447591,0.5837980982454994,0.0,0.5837980982454994
