# n_maps=1, bsize=300, max_ell=10000, apod_width=100, unit_scale=1000000000000.0, normalize=phys, area_weighted=True
# fsky_eff_mean=1.942467e-03, fsky_eff_std=0.000000e+00
# fsky_full_mean=2.420993e-03, fsky_full_std=0.000000e+00
# patch_index=0 file=y_map_10.0deg_0.500arcmin_329.fits
ell,D_ell_mean,D_ell_std,D_ell_patch0
201.33498644522007,0.8933462718673727,0.0,0.8933462718673727
468.5258451222637,1.607915287005814,0.0,1.607915287005814
758.2509974662598,1.4262536710815283,0.0,1.4262536710815283
1056.840508664135,1.1059725184153164,0.0,1.1059725184153164
1356.8651667844022,0.8796181195143508,0.0,0.8796181195143508
1653.0091886755044,0.7187703705226632,0.0,0.7187703705226632
1954.0590925858498,0.594240625105351,0.0,0.594240625105351
2255.0277242850943,0.5804495870865148,0.0,0.5804495870865148
2552.012849273637,0.546581303825431,0.0,0.546581303825431
2852.1638449033117,0.5257827030396294,0.0,0.5257827030396294
3153.0412883359927,0.49038248857732186,0.0,0.49038248857732186
3451.9988551212828,0.511562334482258,0.0,0.511562334482258
3752.4026367593415,0.47215339622466057,0.0,0.47215339622466057
4052.1491112030853,0.4656320960819628,0.0,0.4656320960819628
4351.133214116053,0.4493502570375799,0.0,0.4493502570375799
4651.640086459849,0.44190457384430426,0.0,0.44190457384430426
4952.093709702026,0.4215653088362404,0.0,0.4215653088362404
5250.973802039304,0.4050815580080565,0.0,0.4050815580080565
5550.670736595339,0.39956779171647516,0.0,0.39956779171647516
5851.409845434196,0.37708722326528715,0.0,0.37708722326528715
6151.320337372525,0.3682199137993521,0.0,0.3682199137993521
6451.270612242249,0.3580923517569611,0.0,0.3580923517569611
6751.221056274258,0.33748970708560994,0.0,0.33748970708560994
7050.689447862579,0.3271470317924304,0.0,0.3271470317924304
7350.8687472034235,0.30826509791755846,0.0,0.30826509791755846
7651.40650854652,0.30615914725637167,0.0,0.30615914725637167
7950.5273802766815,0.2901438576823876,0.0,0.2901438576823876
8250.150852955892,0.2776151389146026,0.0,0.2776151389146026
8551.055979738398,0.268144153034688,0.0,0.268144153034688
8850.9556684958,0.25861644257374766,0.0,0.25861644257374766
9150.536370332984,0.24846060299045347,0.0,0.24846060299045347
9450.819157556838,0.23803090930326593,0.0,0.23803090930326593
9750.787859447591,0.22870719991615157,0.0,0.22870719991615157
