# n_samples=1, J=7, L=4, M=1200, N=1200, whiten=False, device=cpu, kinds=S1,S2,S0
sample,kind,index,value
0,S0,0,3.135036195089924e-07
0,S1,0,3.3651364361730884e-08
0,S1,1,6.509630878781536e-08
0,S1,2,1.0968355468321533e-07
0,S1,3,1.520244126140824e-07
0,S1,4,1.6543717151762394e-07
0,S1,5,1.4610792220537405e-07
0,S1,6,1.1318727644038518e-07
0,S2,0,4.996439262328067e-09
0,S2,1,5.677571746076637e-09
0,S2,2,6.044113654013472e-09
0,S2,3,5.677578851503995e-09
0,S2,4,1.020220530278948e-08
0,S2,5,1.1754108797390472e-08
0,S2,6,1.2728712306397938e-08
0,S2,7,1.1753807704906194e-08
0,S2,8,1.73408700732125e-08
0,S2,9,1.9036317411291748e-08
0,S2,10,2.0322625360336133e-08
0,S2,11,1.9036114906612056e-08
0,S2,12,2.1742192046758646e-08
0,S2,13,2.2877404859400485e-08
0,S2,14,2.3832217976860193e-08
0,S2,15,2.287620404217705e-08
0,S2,16,1.9542051532539517e-08
0,S2,17,2.0034679693026192e-08
0,S2,18,2.0471102146757403e-08
0,S2,19,2.0027096425678792e-08
0,S2,20,1.3241776564143493e-08
0,S2,21,1.3407221999273133e-08
0,S2,22,1.3571409773760479e-08
0,S2,23,1.3410381249912007e-08
0,S2,24,7.836162829732984e-09
0,S2,25,7.87770115806552e-09
0,S2,26,7.933705248319711e-09
0,S2,27,7.873977914130137e-09
0,S2,28,
0,S2,29,
0,S2,30,
0,S2,31,
0,S2,32,1.2778686553360785e-08
0,S2,33,1.4539861759033101e-08
0,S2,34,1.5334837399905155e-08
0,S2,35,1.4538246162487667e-08
0,S2,36,2.672303622830441e-08
0,S2,37,2.9067640738844602e-08
0,S2,38,3.050863739417764e-08
0,S2,39,2.9059805228826008e-08
0,S2,40,3.873882903349113e-08
0,S2,41,4.0555299563038716e-08
0,S2,42,4.196700942316056e-08
0,S2,43,4.055632274457821e-08
0,S2,44,3.7079153969443723e-08
0,S2,45,3.7963403087815095e-08
