# n_samples=1, J=7, L=4, M=1200, N=1200, whiten=False, device=cpu, kinds=S1,S2,S0
sample,kind,index,value
0,S0,0,1.9438060405718716e-07
0,S1,0,2.1722350140862545e-08
0,S1,1,4.224454386303478e-08
0,S1,2,7.183513162090094e-08
0,S1,3,1.011572479114875e-07
0,S1,4,1.1218915574318089e-07
0,S1,5,9.608121587234564e-08
0,S1,6,6.898834925550545e-08
0,S2,0,3.198591391750938e-09
0,S2,1,3.6405387593418936e-09
0,S2,2,3.88005805262992e-09
0,S2,3,3.6404830261460575e-09
0,S2,4,6.533171337252952e-09
0,S2,5,7.559683545821372e-09
0,S2,6,8.199500634020751e-09
0,S2,7,7.55921369943735e-09
0,S2,8,1.1252877740730582e-08
0,S2,9,1.2394125725734284e-08
0,S2,10,1.3249759511779757e-08
0,S2,11,1.2392778359071599e-08
0,S2,12,1.4566891692879835e-08
0,S2,13,1.5330149594205977e-08
0,S2,14,1.5976782563598135e-08
0,S2,15,1.5328732061448136e-08
0,S2,16,1.3844186241840362e-08
0,S2,17,1.4166509743063216e-08
0,S2,18,1.4455819652425816e-08
0,S2,19,1.4161988026728523e-08
0,S2,20,9.593350114300847e-09
0,S2,21,9.689467006523955e-09
0,S2,22,9.781668808273025e-09
0,S2,23,9.689374635968306e-09
0,S2,24,5.392847945984158e-09
0,S2,25,5.401672442673089e-09
0,S2,26,5.424696247757765e-09
0,S2,27,5.409099390618621e-09
0,S2,28,
0,S2,29,
0,S2,30,
0,S2,31,
0,S2,32,8.301607401506317e-09
0,S2,33,9.474410589405124e-09
0,S2,34,9.994011840319672e-09
0,S2,35,9.472275408484165e-09
0,S2,36,1.755175205175874e-08
0,S2,37,1.9110197868599244e-08
0,S2,38,2.006696675493913e-08
0,S2,39,1.910553137918214e-08
0,S2,40,2.6190841495576933e-08
0,S2,41,2.7398616708751433e-08
0,S2,42,2.834457824008041e-08
0,S2,43,2.7393021184707322e-08
0,S2,44,2.640597074332618e-08
0,S2,45,2.6976110234500084e-08
0,S2,46,2.74790963317173e-08
0,S2,47,2.6969061650561343e-08
0,S2,48,1.8766947107451415e-08
0,S2,49,1.8962424519486376e-08
0,S2,50,1.9146778384993013e-08
0,S2,51,1.8960896852604492e-08
0,S2,52,1.0701379338229344e-08
