# n_samples=1, J=7, L=4, M=1200, N=1200, whiten=False, device=cpu, kinds=S1,S2,S0
sample,kind,index,value
0,S0,0,1.5189441171514773e-07
0,S1,0,1.5059058000588266e-08
0,S1,1,2.9128342404760588e-08
0,S1,2,4.9508884103488526e-08
0,S1,3,7.171306037889735e-08
0,S1,4,8.430782827417715e-08
0,S1,5,7.940562340991164e-08
0,S1,6,6.396334129021852e-08
0,S2,0,2.24771867785023e-09
0,S2,1,2.5395376912484835e-09
0,S2,2,2.6916340267746364e-09
0,S2,3,2.539764398790112e-09
0,S2,4,4.5859707142881234e-09
0,S2,5,5.25425836173099e-09
0,S2,6,5.668693070504105e-09
0,S2,7,5.253899537649431e-09
0,S2,8,7.824825232205512e-09
0,S2,9,8.559549513620368e-09
0,S2,10,9.112440579883696e-09
0,S2,11,8.559688069453841e-09
0,S2,12,1.026626783584561e-08
0,S2,13,1.0775541348095885e-08
0,S2,14,1.1212008210748081e-08
0,S2,15,1.0775609737834202e-08
0,S2,16,1.0196278488194821e-08
0,S2,17,1.0455794452468581e-08
0,S2,18,1.0683759654739333e-08
0,S2,19,1.0454428434059082e-08
0,S2,20,7.249250977281463e-09
0,S2,21,7.33998106738909e-09
0,S2,22,7.421182779410174e-09
0,S2,23,7.337415119934576e-09
0,S2,24,4.077250981282532e-09
0,S2,25,4.094184546943325e-09
0,S2,26,4.122034269471442e-09
0,S2,27,4.102275408257583e-09
0,S2,28,
0,S2,29,
0,S2,30,
0,S2,31,
0,S2,32,5.708299166684583e-09
0,S2,33,6.478451552993647e-09
0,S2,34,6.815333186693806e-09
0,S2,35,6.477069547372594e-09
0,S2,36,1.2065104471048471e-08
0,S2,37,1.3071789872753925e-08
0,S2,38,1.3683307820144819e-08
0,S2,39,1.306890240471148e-08
0,S2,40,1.8285362557435292e-08
0,S2,41,1.9100218295875493e-08
0,S2,42,1.974543550886665e-08
0,S2,43,1.910230196244811e-08
0,S2,44,1.9238198589732747e-08
0,S2,45,1.9706108744799167e-08
0,S2,46,2.0109396814405045e-08
0,S2,47,1.9707684373315715e-08
0,S2,48,1.408397931612626e-08
0,S2,49,1.4270067794086572e-08
0,S2,50,1.4433195083540795e-08
0,S2,51,1.4260893799189489e-08
0,S2,52,8.103467230569095e-09
0,S2,53,8.149909191956795e-09
0,S2,54,8.2008373425424e-09
0,S2,55,8.156593622743458e-09
0,S2,56,
0,S2,57,
0,S2,58,
0,S2,59,
0,S2,60,
0,S2,61,
0,S2,62,
0,S2,63,
0,S2,64,1.1820000977991185e-08
0,S2,65,1.2982171782027763e-08
0,S2,66,1.3481418648098042e-08
0,S2,67,1.2978836672061789e-08
0,S2,68,2.3473599952694713e-08
0,S2,69,2.4691932054565768e-08
0,S2,70,2.5466022179898573e-08
0,S2,71,2.468920001774677e-08
0,S2,72,2.969215451287255e-08
0,S2,73,3.0460466149406784e-08
0,S2,74,3.10611376619363e-08
0,S2,75,3.0449648136254837e-08
0,S2,76,2.380438424154363e-08
0,S2,77,2.4165100143136442e-08
0,S2,78,2.444576807647536e-08
0,S2,79,2.413486832608669e-08
0,S2,80,1.4557951288907134e-08
0,S2,81,1.4626141187079611e-08
0,S2,82,1.4735452857905784e-08
0,S2,83,1.465161503233503e-08
0,S2,84,
0,S2,85,
0,S2,86,
0,S2,87,
0,S2,88,
0,S2,89,
0,S2,90,
0,S2,91,
0,S2,92,
0,S2,93,
0,S2,94,
0,S2,95,
0,S2,96,1.77131678213982e-08
0,S2,97,1.943470451237772e-08
0,S2,98,2.0249334653499318e-08
0,S2,99,1.9432462750046398e-08
0,S2,100,3.11796206631243e-08
0,S2,101,3.266657699896314e-08
0,S2,102,3.3663688725482643e-08
0,S2,103,3.267001247309054e-08
0,S2,104,3.2360503610107116e-08
0,S2,105,3.299388495747735e-08
0,S2,106,3.347239641016131e-08
0,S2,107,3.2943013650310604e-08
0,S2,108,2.2594869975023357e-08
0,S2,109,2.278569155578225e-08
