# n_samples=1, J=7, L=4, M=1200, N=1200, whiten=False, device=cpu, kinds=S1,S2,S0
sample,kind,index,value
0,S0,0,1.6113126832806302e-07
0,S1,0,1.930361115398682e-08
0,S1,1,3.7426339360990823e-08
0,S1,2,6.296197341271181e-08
0,S1,3,8.776618187766871e-08
0,S1,4,9.538247525142651e-08
0,S1,5,8.155730313319509e-08
0,S1,6,5.86468011931629e-08
0,S2,0,2.905870433167479e-09
0,S2,1,3.295241191025866e-09
0,S2,2,3.507249601852891e-09
0,S2,3,3.2946321226745567e-09
0,S2,4,5.9383631345610866e-09
0,S2,5,6.847049149882878e-09
0,S2,6,7.4184138831867585e-09
0,S2,7,6.846714750707861e-09
0,S2,8,1.0222990454167302e-08
0,S2,9,1.1204145167198476e-08
0,S2,10,1.195018661803715e-08
0,S2,11,1.120457593373203e-08
0,S2,12,1.3273687926584898e-08
0,S2,13,1.3903878048893148e-08
0,S2,14,1.4442733231589955e-08
0,S2,15,1.3903084905564356e-08
0,S2,16,1.2649854497226443e-08
0,S2,17,1.2915768898835722e-08
0,S2,18,1.3149603184103853e-08
0,S2,19,1.2902143353699103e-08
0,S2,20,9.015535873402314e-09
0,S2,21,9.089781372040306e-09
0,S2,22,9.15090225817039e-09
0,S2,23,9.080634910674235e-09
0,S2,24,5.241249212417642e-09
0,S2,25,5.263295133062229e-09
0,S2,26,5.280033743559898e-09
0,S2,27,5.253187218556832e-09
0,S2,28,
0,S2,29,
0,S2,30,
0,S2,31,
0,S2,32,7.533263790548972e-09
0,S2,33,8.560020248182809e-09
0,S2,34,9.016380531079449e-09
0,S2,35,8.557612396487002e-09
0,S2,36,1.5921656881801027e-08
0,S2,37,1.724650644518988e-08
0,S2,38,1.8065918538923142e-08
0,S2,39,1.7247561601152483e-08
0,S2,40,2.3812139815504452e-08
0,S2,41,2.4800343112474366e-08
0,S2,42,2.5579712570333868e-08
0,S2,43,2.4798833209160875e-08
0,S2,44,2.400987852979597e-08
0,S2,45,2.4472580406609268e-08
0,S2,46,2.48739908670359e-08
0,S2,47,2.4455150793301073e-08
0,S2,48,1.7549009356798706e-08
0,S2,49,1.769605617596426e-08
0,S2,50,1.7828883258630412e-08
0,S2,51,1.7684781639104585e-08
0,S2,52,1.037867214392918e-08
0,S2,53,1.0413099715833596e-08
0,S2,54,1.0460040833493167e-08
0,S2,55,1.0414098916555758e-08
0,S2,56,
0,S2,57,
0,S2,58,
0,S2,59,
0,S2,60,
0,S2,61,
0,S2,62,
0,S2,63,
0,S2,64,1.54306629696066e-08
0,S2,65,1.6988128237471756e-08
0,S2,66,1.764840007467683e-08
0,S2,67,1.6975365113580665e-08
0,S2,68,3.031735573699734e-08
0,S2,69,3.182702812409843e-08
0,S2,70,3.275006577041495e-08
0,S2,71,3.180487695431111e-08
0,S2,72,3.691119587756475e-08
0,S2,73,3.766621858858343e-08
0,S2,74,3.825168803928136e-08
0,S2,75,3.762256639561201e-08
0,S2,76,2.9321576278107386e-08
0,S2,77,2.9621563868431622e-08
0,S2,78,2.980253555051604e-08
0,S2,79,2.954132938270959e-08
0,S2,80,1.807765315220422e-08
0,S2,81,1.814305505831726e-08
0,S2,82,1.8222717557137003e-08
0,S2,83,1.81303203561356e-08
0,S2,84,
0,S2,85,
