# n_samples=1, J=7, L=4, M=1200, N=1200, whiten=False, device=cpu, kinds=S1,S2,S0
sample,kind,index,value
0,S0,0,3.21776980172217e-07
0,S1,0,2.916387664697595e-08
0,S1,1,5.583055440183671e-08
0,S1,2,9.21017360155929e-08
0,S1,3,1.228869450642378e-07
0,S1,4,1.275843999337667e-07
0,S1,5,1.1062679305950951e-07
0,S1,6,1.0204508527067446e-07
0,S2,0,4.5377310797789505e-09
0,S2,1,5.146426840241247e-09
0,S2,2,5.471216812935609e-09
0,S2,3,5.147443360442594e-09
0,S2,4,9.303925629922105e-09
0,S2,5,1.0660858862365785e-08
0,S2,6,1.1514803333056989e-08
0,S2,7,1.0663003813249361e-08
0,S2,8,1.5800042163505168e-08
0,S2,9,1.7180285638573878e-08
0,S2,10,1.824559525687164e-08
0,S2,11,1.7177629985098974e-08
0,S2,12,1.9503261228237534e-08
0,S2,13,2.0316804238973418e-08
0,S2,14,2.1037536157564318e-08
0,S2,15,2.0316337057124656e-08
0,S2,16,1.7057587342605984e-08
0,S2,17,1.7367863591744026e-08
0,S2,18,1.7668163820871996e-08
0,S2,19,1.7368893878710878e-08
0,S2,20,1.0961576535351014e-08
0,S2,21,1.1094863694438573e-08
0,S2,22,1.1211962913648676e-08
0,S2,23,1.1079631434540715e-08
0,S2,24,6.393687801420356e-09
0,S2,25,6.4694098966811e-09
0,S2,26,6.523079854048319e-09
0,S2,27,6.4531682220092534e-09
0,S2,28,
0,S2,29,
0,S2,30,
0,S2,31,
0,S2,32,1.1460578264177457e-08
0,S2,33,1.2965525542085743e-08
0,S2,34,1.363179702451589e-08
0,S2,35,1.2967536378027944e-08
0,S2,36,2.403582399779225e-08
0,S2,37,2.5884519416763396e-08
0,S2,38,2.7044178452229062e-08
0,S2,39,2.5884697052447336e-08
0,S2,40,3.434607975805193e-08
0,S2,41,3.560401751201425e-08
0,S2,42,3.663005898602023e-08
0,S2,43,3.56021487846192e-08
0,S2,44,3.1961079116626934e-08
0,S2,45,3.250191582537809e-08
0,S2,46,3.3009001754180645e-08
